,Clearsky DHI,Clearsky DNI,Clearsky GHI,Solar Zenith Angle,Precipitable Water
82152,51,281,93,81.36,3.372
82153,79,435,192,75.0,3.39
82154,100,542,297,68.65,3.409
82155,116,620,403,62.37,3.424
82156,126,681,506,56.19,3.439
82157,136,724,600,50.17,3.46
82158,149,746,682,44.4,3.482
82159,155,770,754,39.01,3.502
82160,159,789,813,34.18,3.523
82161,163,802,856,30.22,3.543
82162,165,809,883,27.5,3.564
82163,166,811,893,26.42,3.596
82164,187,776,878,27.16,3.629
82165,185,768,854,29.6,3.671
82166,189,744,811,33.37,3.714
82167,184,725,755,38.05,3.758
82168,183,687,683,43.36,3.803
82169,173,653,601,49.07,3.82
82170,146,644,515,55.05,3.839
82171,132,587,415,61.21,3.846
82172,116,506,310,67.49,3.853
82173,93,403,205,73.83,3.878
82174,62,257,106,80.2,3.903
82175,21,79,26,86.57,3.929
82176,0,0,0,92.91,3.955
82177,0,0,0,99.19,3.982
82178,0,0,0,105.36,4.009
82179,0,0,0,111.4,4.038
82180,0,0,0,117.24,4.067
82181,0,0,0,122.81,4.093999999999999
82182,0,0,0,128.02,4.122
82183,0,0,0,132.74,4.146
82184,0,0,0,136.79,4.171
82185,0,0,0,139.98,4.189
82186,0,0,0,142.07,4.209
82187,0,0,0,142.89,4.218
82188,0,0,0,142.34,4.229
82189,0,0,0,140.48,4.229
82190,0,0,0,137.5,4.229
82191,0,0,0,133.59,4.221
82192,0,0,0,128.99,4.215
82193,0,0,0,123.87,4.218999999999999
82194,0,0,0,118.36,4.224
82195,0,0,0,112.57,4.2360000000000015
82196,0,0,0,106.57,4.248
82197,0,0,0,100.42,4.258
82198,0,0,0,94.17,4.268
82199,12,42,14,87.84,4.273
82200,55,213,86,81.49,4.2780000000000005
82201,90,357,182,75.12,4.273
82202,112,480,286,68.78,4.269
82203,132,560,390,62.5,4.268
82204,142,632,492,56.33,4.267
82205,153,677,585,50.33,4.271
82206,169,697,666,44.58,4.276
82207,177,723,737,39.22,4.289
82208,183,741,794,34.44,4.302
82209,187,754,836,30.52,4.3210000000000015
82210,194,753,861,27.84,4.34
82211,195,756,870,26.79,4.353
82212,212,727,857,27.55,4.3660000000000005
82213,210,719,833,29.98,4.369
82214,214,692,790,33.72,4.372
82215,207,673,735,38.39,4.365
82216,201,641,666,43.67,4.359
82217,190,606,585,49.37,4.351
82218,164,587,498,55.34,4.343999999999999
82219,147,528,400,61.49,4.334
82220,125,454,297,67.76,4.325
82221,98,353,195,74.1,4.312
82222,62,223,99,80.47,4.299
82223,18,62,21,86.84,4.291
82224,0,0,0,93.19,4.283
82225,0,0,0,99.47,4.288
82226,0,0,0,105.65,4.293
82227,0,0,0,111.7,4.31
82228,0,0,0,117.55,4.328
82229,0,0,0,123.14,4.345
82230,0,0,0,128.36,4.362
82231,0,0,0,133.09,4.3660000000000005
82232,0,0,0,137.17,4.37
82233,0,0,0,140.36,4.352
82234,0,0,0,142.46,4.334
82235,0,0,0,143.27,4.29
82236,0,0,0,142.7,4.246
82237,0,0,0,140.81,4.184
82238,0,0,0,137.79,4.122
82239,0,0,0,133.85,4.05
82240,0,0,0,129.22,3.979
82241,0,0,0,124.07,3.907
82242,0,0,0,118.54,3.835
82243,0,0,0,112.73,3.763
82244,0,0,0,106.72,3.692
82245,0,0,0,100.56,3.626
82246,0,0,0,94.3,3.56
82247,14,70,16,87.97,3.508
82248,45,335,94,81.61,3.4560000000000004
82249,67,501,195,75.25,3.423
82250,80,622,304,68.91,3.391
82251,91,696,411,62.64,3.382
82252,98,754,515,56.48,3.373
82253,105,793,610,50.5,3.395
82254,110,822,694,44.77,3.417
82255,115,843,766,39.44,3.464
82256,121,854,823,34.69,3.511
82257,123,864,865,30.82,3.568
82258,132,858,888,28.19,3.625
82259,133,859,898,27.17,3.677
82260,145,837,885,27.94,3.73
82261,143,830,860,30.36,3.773
82262,151,802,815,34.09,3.817
82263,146,785,759,38.73,3.852
82264,148,747,686,43.99,3.887
82265,141,714,603,49.68,3.911
82266,115,712,517,55.63,3.936
82267,105,657,416,61.78,3.947
82268,91,586,310,68.04,3.959
82269,74,480,204,74.37,3.958
82270,52,323,104,80.74,3.958
82271,19,97,24,87.12,3.938
82272,0,0,0,93.46,3.919
82273,0,0,0,99.75,3.878
82274,0,0,0,105.94,3.837
82275,0,0,0,112.0,3.775
82276,0,0,0,117.86,3.714
82277,0,0,0,123.46,3.63
82278,0,0,0,128.7,3.5460000000000003
82279,0,0,0,133.45,3.459
82280,0,0,0,137.54,3.373
82281,0,0,0,140.75,3.301
82282,0,0,0,142.85,3.23
82283,0,0,0,143.65,3.176
82284,0,0,0,143.06,3.122
82285,0,0,0,141.14,3.083
82286,0,0,0,138.08,3.0460000000000003
82287,0,0,0,134.11,3.025
82288,0,0,0,129.45,3.004
82289,0,0,0,124.27,3.003
82290,0,0,0,118.72,3.002
82291,0,0,0,112.9,3.018
82292,0,0,0,106.87,3.035
82293,0,0,0,100.7,3.062
82294,0,0,0,94.43,3.09
82295,14,62,16,88.1,3.122
82296,46,321,92,81.73,3.154
82297,68,492,193,75.37,3.1860000000000004
82298,85,602,300,69.04,3.219
82299,97,678,407,62.78,3.252
82300,108,729,509,56.63,3.286
82301,116,770,604,50.66,3.325
82302,111,822,693,44.96,3.365
82303,115,844,765,39.66,3.411
82304,119,857,822,34.95,3.457
82305,122,867,864,31.12,3.499
82306,124,871,890,28.53,3.542
82307,125,873,899,27.55,3.572
82308,136,852,887,28.33,3.602
82309,134,846,862,30.75,3.613
82310,134,831,820,34.45,3.624
82311,130,815,764,39.07,3.625
82312,128,788,692,44.32,3.626
82313,122,758,609,49.98,3.623
82314,109,729,518,55.93,3.622
82315,100,675,416,62.06,3.615
82316,89,592,308,68.32,3.61
82317,73,486,202,74.65,3.605
82318,51,318,101,81.02,3.6
82319,17,87,21,87.39,3.602
82320,0,0,0,93.74,3.605
82321,0,0,0,100.03,3.622
82322,0,0,0,106.23,3.64
82323,0,0,0,112.3,3.667
82324,0,0,0,118.17,3.695
82325,0,0,0,123.79,3.721
82326,0,0,0,129.04,3.747
82327,0,0,0,133.81,3.758
82328,0,0,0,137.91,3.77
82329,0,0,0,141.14,3.762
82330,0,0,0,143.24,3.754
82331,0,0,0,144.03,3.728
82332,0,0,0,143.42,3.703
82333,0,0,0,141.47,3.666
82334,0,0,0,138.37,3.629
82335,0,0,0,134.37,3.5860000000000003
82336,0,0,0,129.68,3.543
82337,0,0,0,124.48,3.517
82338,0,0,0,118.9,3.491
82339,0,0,0,113.06,3.479
82340,0,0,0,107.02,3.468
82341,0,0,0,100.84,3.451
82342,0,0,0,94.56,3.434
82343,13,60,14,88.22,3.414
82344,48,291,89,81.86,3.394
82345,73,458,188,75.5,3.3760000000000003
82346,91,571,294,69.17,3.358
82347,105,650,401,62.92,3.3480000000000003
82348,116,707,503,56.78,3.339
82349,124,750,598,50.83,3.327
82350,132,780,683,45.15,3.315
82351,138,804,755,39.88,3.317
82352,145,816,812,35.21,3.32
82353,148,828,854,31.43,3.349
82354,154,826,878,28.88,3.378
82355,155,828,887,27.93,3.4130000000000003
82356,132,861,887,28.72,3.449
82357,130,854,862,31.13,3.485
82358,136,830,817,34.81,3.5210000000000004
82359,132,813,760,39.42,3.562
82360,135,773,686,44.64,3.604
82361,129,741,602,50.29,3.65
82362,127,679,505,56.22,3.697
82363,115,621,404,62.35,3.753
82364,104,526,296,68.6,3.809
82365,83,415,191,74.93,3.882
82366,55,239,92,81.29,3.956
82367,14,49,16,87.67,4.027
82368,0,0,0,94.02,4.1
82369,0,0,0,100.32,4.159
82370,0,0,0,106.52,4.218
82371,0,0,0,112.6,4.256
82372,0,0,0,118.48,4.294
82373,0,0,0,124.11,4.312
82374,0,0,0,129.38,4.331
82375,0,0,0,134.17,4.331
82376,0,0,0,138.29,4.331
82377,0,0,0,141.53,4.32
82378,0,0,0,143.64,4.309
82379,0,0,0,144.42,4.302
82380,0,0,0,143.78,4.295
82381,0,0,0,141.8,4.298
82382,0,0,0,138.67,4.302
82383,0,0,0,134.63,4.305
82384,0,0,0,129.9,4.308
82385,0,0,0,124.67,4.303999999999999
82386,0,0,0,119.08,4.301
82387,0,0,0,113.22,4.291
82388,0,0,0,107.16,4.2810000000000015
82389,0,0,0,100.97,4.274
82390,0,0,0,94.69,4.267
82391,9,30,10,88.35,4.269
82392,53,189,79,81.98,4.271
82393,90,333,173,75.63,4.28
82394,118,443,275,69.3,4.29
82395,140,525,378,63.06,4.303999999999999
82396,155,592,478,56.94,4.319
82397,168,638,570,51.0,4.374
82398,170,691,655,45.35,4.428999999999999
82399,177,717,725,40.11,4.513999999999999
82400,188,726,780,35.48,4.6
82401,192,738,821,31.74,4.68
82402,205,729,842,29.23,4.76
82403,206,732,851,28.31,4.814
82404,216,712,839,29.11,4.868
82405,214,704,815,31.51,4.89
82406,212,686,773,35.18,4.913
82407,205,666,718,39.76,4.918
82408,193,645,650,44.97,4.923
82409,182,609,568,50.6,4.894
82410,165,567,478,56.52,4.865
82411,148,505,380,62.64,4.806
82412,124,428,278,68.88,4.747
82413,95,321,177,75.21,4.692
82414,56,183,83,81.57,4.638
82415,11,30,12,87.94,4.589
82416,0,0,0,94.3,4.541
82417,0,0,0,100.6,4.4910000000000005
82418,0,0,0,106.81,4.441
82419,0,0,0,112.9,4.38
82420,0,0,0,118.79,4.32
82421,0,0,0,124.44,4.248
82422,0,0,0,129.73,4.177
82423,0,0,0,134.53,4.103
82424,0,0,0,138.67,4.03
82425,0,0,0,141.91,3.952
82426,0,0,0,144.03,3.874
82427,0,0,0,144.8,3.797
82428,0,0,0,144.14,3.721
82429,0,0,0,142.13,3.646
82430,0,0,0,138.96,3.572
82431,0,0,0,134.88,3.485
82432,0,0,0,130.13,3.399
82433,0,0,0,124.87,3.286
82434,0,0,0,119.26,3.173
82435,0,0,0,113.38,3.0460000000000003
82436,0,0,0,107.31,2.92
82437,0,0,0,101.11,2.801
82438,0,0,0,94.82,2.6830000000000003
82439,11,70,13,88.48,2.579
82440,42,345,89,82.11,2.476
82441,64,518,191,75.75,2.402
82442,76,644,303,69.44,2.329
82443,87,720,412,63.2,2.295
82444,94,781,518,57.09,2.261
82445,100,820,615,51.18,2.265
82446,106,849,700,45.55,2.27
82447,110,869,773,40.34,2.302
82448,115,881,830,35.74,2.334
82449,117,891,872,32.05,2.371
82450,121,891,897,29.59,2.408
82451,121,893,905,28.69,2.435
82452,112,904,899,29.51,2.463
82453,111,898,873,31.9,2.488
82454,112,881,829,35.55,2.514
82455,109,865,771,40.11,2.5380000000000003
82456,108,837,697,45.3,2.563
82457,102,808,612,50.91,2.5810000000000004
82458,97,763,515,56.82,2.6
82459,88,709,411,62.93,2.614
82460,78,632,303,69.17,2.628
82461,63,524,194,75.48,2.643
82462,42,355,92,81.85,2.658
82463,12,95,15,88.22,2.67
82464,0,0,0,94.58,2.6830000000000003
82465,0,0,0,100.88,2.695
82466,0,0,0,107.1,2.708
82467,0,0,0,113.2,2.72
82468,0,0,0,119.11,2.733
82469,0,0,0,124.76,2.75
82470,0,0,0,130.07,2.768
82471,0,0,0,134.89,2.798
82472,0,0,0,139.04,2.8280000000000003
82473,0,0,0,142.31,2.875
82474,0,0,0,144.42,2.923
82475,0,0,0,145.18,2.987
82476,0,0,0,144.5,3.052
82477,0,0,0,142.45,3.122
82478,0,0,0,139.25,3.192
82479,0,0,0,135.14,3.258
82480,0,0,0,130.35,3.324
82481,0,0,0,125.07,3.389
82482,0,0,0,119.43,3.455
82483,0,0,0,113.54,3.517
82484,0,0,0,107.46,3.579
82485,0,0,0,101.25,3.619
82486,0,0,0,94.95,3.659
82487,7,14,8,88.6,3.671
82488,49,229,80,82.24,3.685
82489,79,396,176,75.88,3.692
82490,97,526,281,69.57,3.699
82491,113,609,386,63.35,3.722
82492,119,685,490,57.25,3.746
82493,128,728,583,51.35,3.796
82494,165,701,655,45.75,3.846
82495,172,727,725,40.57,3.919
82496,176,748,782,36.01,3.993
82497,179,761,822,32.36,4.08
82498,187,759,845,29.94,4.168
82499,188,760,853,29.08,4.255
82500,216,712,834,29.9,4.342
82501,213,704,808,32.29,4.417
82502,219,672,763,35.92,4.493
82503,212,651,707,40.46,4.551
82504,208,611,636,45.63,4.61
82505,195,572,554,51.23,4.643
82506,162,564,469,57.12,4.677
82507,145,499,370,63.22,4.687
82508,122,417,268,69.45,4.698
82509,93,303,167,75.76,4.703
82510,54,155,75,82.13,4.708
82511,8,12,8,88.5,4.707
82512,0,0,0,94.86,4.707
82513,0,0,0,101.17,4.702
82514,0,0,0,107.4,4.697
82515,0,0,0,113.5,4.686
82516,0,0,0,119.42,4.677
82517,0,0,0,125.09,4.654
82518,0,0,0,130.41,4.632
82519,0,0,0,135.25,4.597
82520,0,0,0,139.42,4.563
82521,0,0,0,142.7,4.525
82522,0,0,0,144.82,4.488
82523,0,0,0,145.57,4.4510000000000005
82524,0,0,0,144.86,4.414
82525,0,0,0,142.78,4.377
82526,0,0,0,139.54,4.34
82527,0,0,0,135.39,4.293
82528,0,0,0,130.57,4.246
82529,0,0,0,125.27,4.212
82530,0,0,0,119.61,4.178
82531,0,0,0,113.7,4.164
82532,0,0,0,107.6,4.151
82533,0,0,0,101.39,4.162
82534,0,0,0,95.08,4.173
82535,9,32,10,88.73,4.208
82536,46,251,79,82.37,4.243
82537,73,420,175,76.01,4.29
82538,91,542,279,69.71,4.338
82539,105,623,384,63.49,4.399
82540,115,684,484,57.41,4.461
82541,124,728,577,51.53,4.524
82542,131,759,659,45.95,4.587
82543,136,783,729,40.8,4.647
82544,143,796,785,36.29,4.708
82545,146,807,826,32.67,4.757
82546,148,813,850,30.3,4.806
82547,148,815,858,29.46,4.84
82548,154,804,848,30.3,4.875
82549,152,796,822,32.68,4.883
82550,151,780,780,36.29,4.891
82551,147,762,724,40.81,4.877
82552,139,741,654,45.96,4.864
82553,132,708,572,51.54,4.832
82554,116,680,482,57.43,4.8
82555,105,622,382,63.51,4.76
82556,91,538,277,69.74,4.721
82557,72,422,174,76.05,4.678
82558,45,256,79,82.4,4.635
82559,9,35,10,88.78,4.582
82560,0,0,0,95.14,4.53
82561,0,0,0,101.46,4.481
82562,0,0,0,107.69,4.432
82563,0,0,0,113.8,4.391
82564,0,0,0,119.73,4.351
82565,0,0,0,125.42,4.316
82566,0,0,0,130.76,4.2810000000000015
82567,0,0,0,135.61,4.249
82568,0,0,0,139.8,4.218
82569,0,0,0,143.09,4.198
82570,0,0,0,145.21,4.178
82571,0,0,0,145.96,4.169
82572,0,0,0,145.23,4.1610000000000005
82573,0,0,0,143.11,4.151
82574,0,0,0,139.83,4.143
82575,0,0,0,135.65,4.128
82576,0,0,0,130.8,4.114
82577,0,0,0,125.46,4.096
82578,0,0,0,119.78,4.078
82579,0,0,0,113.86,4.059
82580,0,0,0,107.75,4.042
82581,0,0,0,101.52,4.019
82582,0,0,0,95.21,3.996
82583,8,29,9,88.86,3.963
82584,47,231,77,82.49,3.931
82585,77,398,172,76.14,3.883
82586,98,516,276,69.85,3.836
82587,115,599,381,63.64,3.792
82588,126,664,482,57.57,3.749
82589,136,710,576,51.71,3.738
82590,143,746,660,46.15,3.727
82591,149,771,730,41.04,3.743
82592,156,784,786,36.56,3.76
82593,159,796,827,32.99,3.791
82594,165,797,851,30.66,3.823
82595,166,798,859,29.85,3.872
82596,210,725,834,30.7,3.921
82597,208,716,808,33.07,3.982
82598,210,690,763,36.66,4.045
82599,203,668,706,41.16,4.1160000000000005
82600,202,623,633,46.29,4.188
82601,189,584,550,51.86,4.247
82602,154,583,465,57.73,4.306
82603,137,518,366,63.81,4.347
82604,123,402,260,70.02,4.388999999999999
82605,91,288,159,76.33,4.412
82606,50,115,65,82.68,4.435
82607,0,0,0,89.06,4.428
82608,0,0,0,95.42,4.422
82609,0,0,0,101.74,4.387
82610,0,0,0,107.98,4.352
82611,0,0,0,114.1,4.291
82612,0,0,0,120.05,4.23
82613,0,0,0,125.74,4.168
82614,0,0,0,131.1,4.107
82615,0,0,0,135.97,4.053999999999999
82616,0,0,0,140.18,4.003
82617,0,0,0,143.48,3.961
82618,0,0,0,145.61,3.919
82619,0,0,0,146.34,3.888
82620,0,0,0,145.59,3.858
82621,0,0,0,143.44,3.84
82622,0,0,0,140.12,3.823
82623,0,0,0,135.9,3.819
82624,0,0,0,131.02,3.816
82625,0,0,0,125.66,3.841
82626,0,0,0,119.96,3.867
82627,0,0,0,114.01,3.913
82628,0,0,0,107.9,3.959
82629,0,0,0,101.66,4.008
82630,0,0,0,95.35,4.058
82631,7,13,7,88.99,4.109
82632,48,199,73,82.62,4.162
82633,80,368,167,76.28,4.214
82634,106,475,268,69.99,4.266
82635,124,561,372,63.79,4.311
82636,143,610,469,57.73,4.357
82637,155,658,561,51.89,4.379
82638,139,744,652,46.36,4.401
82639,145,769,723,41.28,4.397
82640,148,788,779,36.84,4.393
82641,151,800,821,33.31,4.3660000000000005
82642,149,814,847,31.01,4.34
82643,150,817,856,30.24,4.3
82644,156,804,845,31.09,4.261
82645,154,797,820,33.46,4.221
82646,149,788,779,37.04,4.182
82647,145,770,722,41.52,4.151
82648,139,744,651,46.63,4.121
82649,132,710,567,52.18,4.096
82650,133,636,470,58.04,4.07
82651,119,573,369,64.1,4.045
82652,102,485,265,70.31,4.019
82653,78,366,163,76.61,3.987
82654,45,201,69,82.96,3.956
82655,0,0,0,89.34,3.922
82656,0,0,0,95.71,3.889
82657,0,0,0,102.03,3.857
82658,0,0,0,108.27,3.825
82659,0,0,0,114.4,3.792
82660,0,0,0,120.36,3.759
82661,0,0,0,126.07,3.719
82662,0,0,0,131.44,3.681
82663,0,0,0,136.33,3.63
82664,0,0,0,140.56,3.58
82665,0,0,0,143.87,3.518
82666,0,0,0,146.01,3.457
82667,0,0,0,146.73,3.389
82668,0,0,0,145.95,3.322
82669,0,0,0,143.76,3.254
82670,0,0,0,140.41,3.1860000000000004
82671,0,0,0,136.15,3.125
82672,0,0,0,131.24,3.064
82673,0,0,0,125.85,3.017
82674,0,0,0,120.13,2.971
82675,0,0,0,114.17,2.957
82676,0,0,0,108.04,2.943
82677,0,0,0,101.8,2.967
82678,0,0,0,95.48,2.992
82679,0,0,0,89.12,3.049
82680,38,341,81,82.75,3.107
82681,58,519,180,76.41,3.18
82682,72,633,287,70.13,3.254
82683,83,708,394,63.94,3.32
82684,90,762,496,57.9,3.388
82685,97,801,589,52.08,3.44
82686,100,834,674,46.57,3.492
82687,104,855,744,41.52,3.5210000000000004
82688,108,869,800,37.12,3.55
82689,110,879,842,33.63,3.559
82690,112,883,866,31.38,3.569
82691,112,885,874,30.63,3.568
82692,114,878,864,31.49,3.568
82693,113,872,837,33.85,3.568
82694,112,858,794,37.41,3.569
82695,109,842,736,41.87,3.576
82696,106,816,663,46.96,3.584
82697,100,785,579,52.5,3.592
82698,93,743,484,58.34,3.6010000000000004
82699,84,687,381,64.4,3.6010000000000004
82700,73,606,275,70.6,3.6010000000000004
82701,58,489,169,76.89,3.592
82702,36,307,72,83.25,3.584
82703,0,0,0,89.62,3.572
82704,0,0,0,95.99,3.5610000000000004
82705,0,0,0,102.31,3.554
82706,0,0,0,108.57,3.548
82707,0,0,0,114.7,3.5460000000000003
82708,0,0,0,120.67,3.5460000000000003
82709,0,0,0,126.4,3.551
82710,0,0,0,131.78,3.557
82711,0,0,0,136.69,3.559
82712,0,0,0,140.94,3.562
82713,0,0,0,144.27,3.551
82714,0,0,0,146.41,3.54
82715,0,0,0,147.12,3.5210000000000004
82716,0,0,0,146.31,3.503
82717,0,0,0,144.09,3.484
82718,0,0,0,140.69,3.466
82719,0,0,0,136.4,3.454
82720,0,0,0,131.46,3.442
82721,0,0,0,126.05,3.4360000000000004
82722,0,0,0,120.3,3.43
82723,0,0,0,114.33,3.426
82724,0,0,0,108.19,3.422
82725,0,0,0,101.93,3.419
82726,0,0,0,95.61,3.4160000000000004
82727,0,0,0,89.24,3.42
82728,39,308,77,82.88,3.425
82729,61,489,175,76.54,3.442
82730,76,609,282,70.27,3.459
82731,87,688,388,64.09,3.486
82732,95,746,490,58.07,3.514
82733,102,786,584,52.26,3.557
82734,105,822,668,46.78,3.6
82735,109,843,738,41.76,3.647
82736,114,855,794,37.4,3.694
82737,117,865,834,33.96,3.738
82738,120,868,858,31.74,3.783
82739,120,869,865,31.01,3.829
82740,119,867,855,31.89,3.876
82741,118,859,829,34.24,3.916
82742,115,848,786,37.79,3.957
82743,112,831,727,42.22,3.994
82744,108,806,655,47.3,4.03
82745,102,775,571,52.82,4.045
82746,92,739,477,58.65,4.059
82747,84,682,376,64.69,4.045
82748,71,608,270,70.89,4.032
82749,56,489,165,77.18,4.002
82750,34,307,69,83.53,3.972
82751,0,0,0,89.9,3.945
82752,0,0,0,96.27,3.919
82753,0,0,0,102.6,3.915
82754,0,0,0,108.86,3.912
82755,0,0,0,115.0,3.923
82756,0,0,0,120.98,3.935
82757,0,0,0,126.72,3.962
82758,0,0,0,132.13,3.99
82759,0,0,0,137.06,4.011
82760,0,0,0,141.32,4.032
82761,0,0,0,144.66,4.046
82762,0,0,0,146.81,4.061
82763,0,0,0,147.51,4.093
82764,0,0,0,146.67,4.127
82765,0,0,0,144.41,4.182
82766,0,0,0,140.98,4.238
82767,0,0,0,136.65,4.3
82768,0,0,0,131.67,4.363
82769,0,0,0,126.24,4.441
82770,0,0,0,120.47,4.519
82771,0,0,0,114.48,4.597
82772,0,0,0,108.33,4.676
82773,0,0,0,102.07,4.744
82774,0,0,0,95.74,4.812
82775,0,0,0,89.37,4.873
82776,40,266,72,83.01,4.934
82777,64,448,167,76.68,4.98
82778,81,565,270,70.41,5.026
82779,93,647,374,64.24,5.051
82780,101,709,475,58.23,5.0760000000000005
82781,109,752,567,52.45,5.0680000000000005
82782,112,788,650,47.0,5.06
82783,117,811,720,42.01,5.055
82784,121,827,776,37.68,5.052
82785,124,838,816,34.28,5.091
82786,130,836,838,32.1,5.131
82787,130,837,845,31.4,5.214
82788,136,824,833,32.29,5.2970000000000015
82789,134,816,806,34.63,5.363
82790,132,803,763,38.16,5.428999999999999
82791,128,785,706,42.58,5.435
82792,115,776,638,47.64,5.441
82793,109,743,555,53.14,5.41
82794,93,722,466,58.96,5.38
82795,84,664,365,64.99,5.337999999999999
82796,68,603,263,71.18,5.2970000000000015
82797,54,482,158,77.46,5.251
82798,32,310,65,83.81,5.206
82799,0,0,0,90.18,5.175
82800,0,0,0,96.55,5.144
82801,0,0,0,102.88,5.131
82802,0,0,0,109.15,5.118
82803,0,0,0,115.3,5.109
82804,0,0,0,121.29,5.1
82805,0,0,0,127.05,5.08
82806,0,0,0,132.47,5.06
82807,0,0,0,137.42,5.033
82808,0,0,0,141.7,5.007
82809,0,0,0,145.06,4.975
82810,0,0,0,147.2,4.9430000000000005
82811,0,0,0,147.89,4.9060000000000015
82812,0,0,0,147.03,4.869
82813,0,0,0,144.74,4.838
82814,0,0,0,141.26,4.807
82815,0,0,0,136.9,4.785
82816,0,0,0,131.89,4.763999999999999
82817,0,0,0,126.43,4.744
82818,0,0,0,120.65,4.725
82819,0,0,0,114.64,4.698
82820,0,0,0,108.47,4.671
82821,0,0,0,102.21,4.625
82822,0,0,0,95.87,4.579
82823,0,0,0,89.51,4.516
82824,32,371,76,83.15,4.455
82825,49,551,174,76.82,4.387
82826,61,658,280,70.55,4.32
82827,70,732,386,64.4,4.251
82828,77,784,488,58.41,4.183
82829,83,822,582,52.64,4.106
82830,88,848,665,47.22,4.03
82831,92,870,736,42.26,3.945
82832,98,879,792,37.97,3.861
82833,100,890,833,34.61,3.775
82834,103,895,858,32.47,3.689
82835,103,898,866,31.79,3.62
82836,102,898,858,32.69,3.551
82837,101,892,831,35.02,3.516
82838,100,879,788,38.54,3.4810000000000003
82839,97,864,730,42.94,3.474
82840,95,838,656,47.97,3.469
82841,90,808,571,53.46,3.474
82842,85,764,475,59.26,3.48
82843,77,707,372,65.29,3.495
82844,67,619,264,71.46,3.51
82845,53,497,158,77.75,3.516
82846,32,294,62,84.09,3.522
82847,0,0,0,90.46,3.513
82848,0,0,0,96.83,3.504
82849,0,0,0,103.17,3.492
82850,0,0,0,109.44,3.4810000000000003
82851,0,0,0,115.6,3.487
82852,0,0,0,121.6,3.4930000000000003
82853,0,0,0,127.37,3.505
82854,0,0,0,132.81,3.518
82855,0,0,0,137.78,3.519
82856,0,0,0,142.07,3.5210000000000004
82857,0,0,0,145.45,3.522
82858,0,0,0,147.6,3.524
82859,0,0,0,148.28,3.533
82860,0,0,0,147.39,3.542
82861,0,0,0,145.06,3.551
82862,0,0,0,141.54,3.562
82863,0,0,0,137.14,3.556
82864,0,0,0,132.1,3.551
82865,0,0,0,126.62,3.534
82866,0,0,0,120.82,3.517
82867,0,0,0,114.79,3.498
82868,0,0,0,108.62,3.479
82869,0,0,0,102.34,3.4610000000000003
82870,0,0,0,96.0,3.443
82871,0,0,0,89.64,3.439
82872,32,371,75,83.28,3.435
82873,49,554,174,76.95,3.459
82874,60,671,282,70.7,3.483
82875,68,744,388,64.56,3.5460000000000003
82876,75,796,490,58.58,3.609
82877,80,832,583,52.84,3.701
82878,85,855,664,47.44,3.794
82879,89,874,734,42.51,3.895
82880,95,881,787,38.26,3.996
82881,97,890,827,34.94,4.091
82882,102,888,848,32.83,4.186
82883,103,888,855,32.19,4.254
82884,105,880,843,33.09,4.322
82885,104,873,816,35.42,4.3610000000000015
82886,103,860,773,38.91,4.401
82887,100,844,714,43.29,4.425
82888,94,825,643,48.31,4.45
82889,89,794,558,53.78,4.471
82890,83,752,464,59.57,4.494
82891,75,694,362,65.58,4.509
82892,64,613,256,71.75,4.525
82893,50,490,152,78.03,4.5360000000000005
82894,29,293,58,84.37,4.548
82895,0,0,0,90.74,4.557
82896,0,0,0,97.11,4.566
82897,0,0,0,103.45,4.561
82898,0,0,0,109.73,4.557
82899,0,0,0,115.9,4.542
82900,0,0,0,121.91,4.527
82901,0,0,0,127.69,4.539
82902,0,0,0,133.15,4.551
82903,0,0,0,138.13,4.601
82904,0,0,0,142.45,4.651
82905,0,0,0,145.84,4.689
82906,0,0,0,148.0,4.729
82907,0,0,0,148.67,4.737
82908,0,0,0,147.75,4.745
82909,0,0,0,145.38,4.745
82910,0,0,0,141.83,4.746
82911,0,0,0,137.39,4.759
82912,0,0,0,132.32,4.773
82913,0,0,0,126.81,4.796
82914,0,0,0,120.98,4.82
82915,0,0,0,114.95,4.83
82916,0,0,0,108.76,4.842
82917,0,0,0,102.48,4.83
82918,0,0,0,96.14,4.82
82919,0,0,0,89.77,4.792
82920,37,266,68,83.41,4.763999999999999
82921,60,457,162,77.09,4.738
82922,75,583,267,70.85,4.713
82923,87,665,371,64.71,4.71
82924,95,725,472,58.75,4.708
82925,102,768,564,53.03,4.71
82926,107,799,646,47.66,4.713
82927,112,822,716,42.76,4.717
82928,114,840,771,38.55,4.722
82929,117,851,811,35.27,4.728
82930,117,858,835,33.2,4.734
82931,117,860,842,32.58,4.709
82932,119,854,832,33.49,4.685
82933,117,848,806,35.81,4.6160000000000005
82934,115,836,763,39.29,4.547
82935,112,820,705,43.65,4.4910000000000005
82936,107,797,634,48.65,4.435
82937,101,764,549,54.1,4.455
82938,96,713,454,59.88,4.475
82939,86,650,352,65.88,4.561
82940,76,546,245,72.04,4.649
82941,58,413,142,78.31,4.7330000000000005
82942,32,199,51,84.65,4.817
82943,0,0,0,91.02,4.859
